Account_Number,Customer_Id,Account_type,Account_Status
7387325086,96088326,Checking,Active
7387325087,51601858,Checking,Active
7387325088,83479579,Checking,Inactive
7387325089,93654640,Checking,Active
7387325090,82478250,Checking,Active
7387325091,65836089,Savings,Active
7387325092,16133770,Checking,Active
7387325093,23608181,Checking,Active
7387325094,21842340,Checking,Inactive
7387325095,18068279,Checking,Active
7387325096,60292989,Savings,Active
7387325097,78545548,Savings,Active
7387325098,62424167,Checking,Active
7387325099,25949623,Savings,Active
7387325100,10394182,Savings,Active
7387325101,84457714,Savings,Active
7387325102,69840946,Checking,Inactive
7387325103,76012082,Checking,Active
7387325104,50591294,Savings,Active
7387325105,10900999,Savings,Active
7387325106,69920032,Checking,Active
7387325107,40153414,Checking,Active
7387325108,31349732,Checking,Active
7387325109,44143928,Checking,Active
7387325110,13766121,Checking,Active
7387325111,74648460,Savings,Active
7387325112,61727851,Checking,Active
7387325113,24104561,Checking,Active
7387325114,73877840,Checking,Active
7387325115,79606281,Savings,Active
7387325116,89273910,Savings,Active
7387325117,85137077,Savings,Active
7387325118,17509567,Savings,Inactive
7387325119,50413802,Savings,Active
7387325120,70638074,Savings,Active
7387325121,13869891,Checking,Active
7387325122,88671154,Savings,Active
7387325123,13009818,Checking,Active
7387325124,86568622,Checking,Active
7387325125,74444030,Savings,Active
7387325126,43391133,Checking,Active
7387325127,67927039,Savings,Active
7387325128,23760874,Checking,Active
7387325129,96270475,Checking,Active
7387325130,10720829,Savings,Inactive
7387325131,10909598,Savings,Active
7387325132,36533061,Savings,Active
7387325133,41695081,Savings,Active
7387325134,20311430,Checking,Active
7387325135,19092986,Checking,Active
7387325136,88943130,Checking,Active
7387325137,90122359,Savings,Active
7387325138,19747821,Checking,Inactive
7387325139,65992188,Checking,Active
7387325140,13012620,Checking,Active
7387325141,43499479,Checking,Active
7387325142,51761125,Checking,Active
7387325143,23768121,Savings,Inactive
7387325144,59307666,Savings,Active
7387325145,25288853,Checking,Active
7387325146,77258337,Savings,Inactive
7387325147,30743951,Savings,Active
7387325148,42274458,Savings,Active
7387325149,12919119,Checking,Active
7387325150,95976836,Savings,Active
7387325151,65560803,Checking,Active
7387325152,87628249,Checking,Active
7387325153,57134760,Checking,Active
7387325154,41443601,Checking,Active
7387325155,16366765,Savings,Active
7387325156,81945817,Savings,Active
7387325157,52208360,Savings,Active
7387325158,97502932,Checking,Active
7387325159,71268850,Savings,Active
7387325160,66326921,Checking,Active
7387325161,40425665,Savings,Active
7387325162,57076609,Checking,Inactive
7387325163,74392840,Savings,Active
7387325164,97696999,Checking,Active
7387325165,88578163,Savings,Active
7387325166,59246708,Checking,Active
7387325167,25536916,Checking,Active
7387325168,26740659,Checking,Active
7387325169,44612563,Savings,Active
7387325170,14291842,Savings,Active
7387325171,67262349,Savings,Active
7387325172,10939180,Checking,Active
7387325173,58944679,Savings,Active
7387325174,91611757,Savings,Active
7387325175,46505907,Savings,Active
7387325176,13050210,Checking,Active
7387325177,16148837,Savings,Active
7387325178,51560354,Checking,Active
7387325179,63415968,Checking,Active
7387325180,44633606,Savings,Active
7387325181,49624718,Checking,Inactive
7387325182,96566133,Savings,Active
7387325183,76223989,Savings,Active
7387325184,88639215,Savings,Active
7387325185,21617624,Checking,Active
7387325186,95308940,Checking,Active
7387325187,32513084,Savings,Active
7387325188,51245148,Savings,Inactive
7387325189,26180155,Savings,Active
7387325190,67905037,Checking,Active
7387325191,45363448,Savings,Active
7387325192,63310956,Savings,Active
7387325193,92017227,Savings,Active
7387325194,34508264,Checking,Active
7387325195,97315234,Savings,Active
7387325196,49988189,Checking,Active
7387325197,55808185,Checking,Active
7387325198,32740631,Checking,Active
7387325199,19376255,Checking,Active
7387325200,39100804,Checking,Active
7387325201,26483753,Checking,Active
7387325202,90617697,Checking,Active
7387325203,44626230,Savings,Active
7387325204,72563208,Savings,Active
7387325205,58614405,Checking,Active
7387325206,38434027,Savings,Active
7387325207,96904495,Checking,Active
7387325208,58628625,Checking,Active
7387325209,50568511,Checking,Active
7387325210,87584452,Savings,Inactive
7387325211,49441664,Checking,Active
7387325212,12606043,Checking,Active
7387325213,36700409,Checking,Active
7387325214,84154518,Savings,Active
7387325215,72207665,Savings,Active
7387325216,76083671,Savings,Active
7387325217,25890116,Savings,Active
7387325218,58517414,Savings,Active
7387325219,14467680,Savings,Active
7387325220,98326322,Checking,Active
7387325221,43509870,Savings,Active
7387325222,93548353,Savings,Active
7387325223,91081012,Checking,Active
7387325224,85495408,Savings,Inactive
7387325225,11184552,Savings,Active
7387325226,73403986,Savings,Active
7387325227,86521950,Savings,Active
7387325228,62451290,Checking,Active
7387325229,85542502,Checking,Active
7387325230,58927078,Savings,Active
7387325231,43043654,Checking,Active
7387325232,57204638,Savings,Active
7387325233,75754725,Savings,Active
7387325234,71783841,Savings,Inactive
7387325235,83554165,Savings,Active
7387325236,44699729,Savings,Inactive
7387325237,40025325,Savings,Active
7387325238,99248419,Savings,Active
7387325239,66213082,Savings,Active
7387325240,74079306,Checking,Active
7387325241,18391089,Savings,Active
7387325242,59888462,Savings,Active
7387325243,16689675,Checking,Active
7387325244,33166034,Savings,Active
7387325245,81543925,Savings,Inactive
7387325246,29699169,Checking,Active
7387325247,21333887,Savings,Active
7387325248,95406561,Checking,Active
7387325249,94253615,Savings,Active
7387325250,45747447,Checking,Active
7387325251,80593586,Savings,Active
7387325252,78431431,Checking,Active
7387325253,81318296,Savings,Active
7387325254,66473758,Checking,Active
7387325255,44980591,Savings,Inactive
7387325256,49813387,Savings,Active
7387325257,63253906,Savings,Active
7387325258,23931512,Checking,Active
7387325259,88285111,Checking,Active
7387325260,32270851,Savings,Active
7387325261,24156587,Checking,Active
7387325262,62673293,Savings,Active
7387325263,71801390,Savings,Active
7387325264,44326357,Checking,Active
7387325265,77861432,Savings,Active
7387325266,62443873,Checking,Active
7387325267,40916062,Checking,Active
7387325268,98062406,Checking,Active
7387325269,79573132,Savings,Active
7387325270,92453490,Checking,Active
7387325271,20509268,Savings,Active
7387325272,76229679,Checking,Active
7387325273,97279199,Checking,Active
7387325274,70440679,Savings,Active
7387325275,84082065,Savings,Inactive
7387325276,85416249,Savings,Inactive
7387325277,76520602,Savings,Active
7387325278,18055886,Checking,Active
7387325279,20051354,Checking,Active
7387325280,44294491,Savings,Active
7387325281,45675393,Savings,Active
7387325282,23642266,Savings,Active
7387325283,60962361,Savings,Active
7387325284,33525710,Checking,Active
7387325285,96795375,Savings,Active
7387325286,43747422,Checking,Inactive
7387325287,75040574,Savings,Active
7387325288,57442822,Savings,Active
7387325289,96661292,Checking,Active
7387325290,73536512,Savings,Active
7387325291,87030029,Savings,Active
7387325292,30235331,Savings,Active
7387325293,50912472,Savings,Active
7387325294,56832392,Checking,Active
7387325295,41752122,Savings,Active
7387325296,17279627,Savings,Inactive
7387325297,45945292,Checking,Active
7387325298,64879646,Checking,Active
7387325299,25810293,Checking,Active
7387325300,12623940,Savings,Active
7387325301,17191399,Checking,Active
7387325302,87283357,Checking,Active
7387325303,78829998,Savings,Active
7387325304,18478897,Savings,Active
7387325305,82500008,Checking,Active
7387325306,64519397,Checking,Active
7387325307,48905097,Savings,Active
7387325308,30665950,Savings,Active
7387325309,53362874,Checking,Active
7387325310,98758973,Savings,Active
7387325311,31272877,Savings,Active
7387325312,94210728,Checking,Active
7387325313,97245015,Savings,Inactive
7387325314,91937089,Savings,Active
7387325315,38089623,Savings,Active
7387325316,32973376,Savings,Active
7387325317,65963365,Savings,Active
7387325318,40682178,Savings,Active
7387325319,57591570,Savings,Active
7387325320,90957770,Savings,Active
7387325321,93925079,Checking,Active
7387325322,60078174,Checking,Active
7387325323,88795672,Checking,Active
7387325324,64358120,Checking,Inactive
7387325325,98995011,Checking,Active
7387325326,44136946,Checking,Active
7387325327,89687358,Checking,Active
7387325328,11028099,Savings,Active
7387325329,87276608,Checking,Active
7387325330,33351640,Savings,Active
7387325331,77882913,Savings,Active
7387325332,96353420,Savings,Active
7387325333,72813020,Checking,Active
7387325334,86907222,Savings,Active
7387325335,68946119,Savings,Active
7387325336,84383506,Savings,Active
7387325337,88378488,Checking,Active
7387325338,94391059,Checking,Active
7387325339,81405568,Savings,Active
7387325340,50548332,Checking,Active
7387325341,64455887,Checking,Active
7387325342,82562841,Checking,Active
7387325343,59525751,Savings,Active
7387325344,88559013,Savings,Active
7387325345,80219524,Checking,Active
7387325346,74913464,Checking,Active
7387325347,65575125,Savings,Active
7387325348,68298179,Savings,Inactive
7387325349,20939833,Savings,Active
7387325350,47895470,Savings,Active
7387325351,15489265,Savings,Active
7387325352,83590064,Checking,Active
7387325353,33524834,Savings,Inactive
7387325354,69581906,Savings,Inactive
7387325355,50627971,Savings,Active
7387325356,92042966,Savings,Active
7387325357,69641035,Checking,Active
7387325358,44882303,Savings,Active
7387325359,88144705,Checking,Active
7387325360,92421743,Checking,Active
7387325361,58695523,Checking,Inactive
7387325362,64134922,Checking,Active
7387325363,29610543,Checking,Active
7387325364,92230080,Checking,Active
7387325365,34424656,Checking,Active
7387325366,98442186,Checking,Active
7387325367,84018985,Savings,Active
7387325368,54691352,Checking,Active
7387325369,27230694,Savings,Active
7387325370,53099960,Savings,Active
7387325371,41595768,Savings,Inactive
7387325372,70033955,Checking,Inactive
7387325373,77740961,Checking,Active
7387325374,72465036,Savings,Active
7387325375,79711656,Checking,Active
7387325376,63987311,Savings,Active
7387325377,38004961,Savings,Active
7387325378,87927408,Checking,Active
7387325379,94834919,Savings,Active
7387325380,83549480,Savings,Active
7387325381,19026559,Savings,Active
7387325382,41393640,Savings,Active
7387325383,25716426,Checking,Active
7387325384,21221600,Checking,Inactive
7387325385,97636019,Savings,Active
7387325386,53225060,Savings,Active
7387325387,11825923,Checking,Active
7387325388,27220728,Checking,Active
7387325389,46063968,Savings,Active
7387325390,44672599,Savings,Active
7387325391,68258734,Savings,Active
7387325392,68446244,Savings,Inactive
7387325393,24529878,Checking,Active
7387325394,28197385,Checking,Active
7387325395,34448705,Savings,Inactive
7387325396,44737791,Checking,Active
7387325397,89584611,Savings,Active
7387325398,91994182,Checking,Active
7387325399,53705003,Checking,Active
7387325400,68760121,Checking,Active
7387325401,28750453,Checking,Inactive
7387325402,40194968,Savings,Active
7387325403,51748306,Checking,Active
7387325404,39608085,Savings,Active
7387325405,37920358,Savings,Active
7387325406,77042918,Savings,Active
7387325407,36148785,Savings,Active
7387325408,67179200,Checking,Active
7387325409,28777439,Checking,Active
7387325410,49076155,Savings,Active
7387325411,53311526,Checking,Active
7387325412,47056705,Savings,Active
7387325413,58414788,Savings,Active
7387325414,65865883,Checking,Active
7387325415,55773077,Checking,Active
7387325416,71155271,Checking,Active
7387325417,87365180,Checking,Active
7387325418,48928203,Savings,Active
7387325419,77969413,Savings,Active
7387325420,38102234,Checking,Active
7387325421,51602201,Checking,Active
7387325422,73304616,Checking,Active
7387325423,36622103,Checking,Active
7387325424,42254328,Checking,Active
7387325425,52438724,Savings,Active
7387325426,24141975,Savings,Active
7387325427,89325082,Checking,Active
7387325428,69275073,Checking,Active
7387325429,63931921,Savings,Active
7387325430,56624164,Checking,Active
7387325431,92887290,Savings,Active
7387325432,70087459,Savings,Active
7387325433,99792793,Checking,Active
7387325434,82508588,Savings,Active
7387325435,96743497,Savings,Active
7387325436,54581034,Savings,Active
7387325437,45819558,Savings,Active
7387325438,23719942,Checking,Active
7387325439,24544708,Savings,Active
7387325440,14804753,Checking,Active
7387325441,25778719,Checking,Active
7387325442,25748929,Savings,Active
7387325443,11824331,Savings,Active
7387325444,25520909,Savings,Active
7387325445,42791240,Savings,Active
7387325446,14000482,Checking,Active
7387325447,92123769,Savings,Active
7387325448,30450344,Savings,Active
7387325449,53446501,Checking,Active
7387325450,29978133,Savings,Active
7387325451,48647000,Checking,Active
7387325452,66347513,Savings,Active
7387325453,67277649,Checking,Active
7387325454,15101507,Savings,Inactive
7387325455,90230229,Savings,Active
7387325456,40231094,Savings,Active
7387325457,84146093,Checking,Active
7387325458,97430002,Checking,Active
7387325459,94762272,Checking,Active
7387325460,28048767,Savings,Active
7387325461,43570883,Savings,Active
7387325462,42890099,Savings,Active
7387325463,67211875,Checking,Active
7387325464,51614679,Checking,Active
7387325465,31102603,Savings,Active
7387325466,71296605,Savings,Active
7387325467,84456362,Savings,Active
7387325468,60470666,Savings,Active
7387325469,21387770,Savings,Inactive
7387325470,91089164,Checking,Active
7387325471,71620568,Savings,Active
7387325472,13971754,Checking,Active
7387325473,65981160,Savings,Inactive
7387325474,28857117,Savings,Active
7387325475,84549382,Savings,Active
7387325476,95756204,Savings,Active
7387325477,99759064,Checking,Active
7387325478,45443125,Savings,Active
7387325479,28636270,Savings,Active
7387325480,89407888,Savings,Active
7387325481,86414986,Savings,Active
7387325482,79938380,Checking,Active
7387325483,62953570,Checking,Active
7387325484,71427099,Savings,Active
7387325485,50649533,Savings,Active
7387325486,29334587,Savings,Active
7387325487,32915603,Savings,Inactive
7387325488,48159970,Checking,Active
7387325489,65895637,Checking,Active
7387325490,50262216,Checking,Active
7387325491,82504598,Savings,Active
7387325492,45091749,Savings,Inactive
7387325493,28084506,Savings,Active
7387325494,96825265,Savings,Active
7387325495,24570930,Savings,Active
7387325496,96924210,Savings,Active
7387325497,50073535,Checking,Active
7387325498,36824202,Checking,Active
7387325499,98049190,Checking,Active
7387325500,47080494,Checking,Active
7387325501,17826055,Checking,Active
7387325502,33340925,Checking,Active
7387325503,34113500,Savings,Active
7387325504,67244464,Checking,Inactive
7387325505,11940178,Checking,Active
7387325506,43559427,Savings,Active
7387325507,35049951,Checking,Active
7387325508,19130878,Checking,Active
7387325509,36001214,Savings,Active
7387325510,26729646,Checking,Inactive
7387325511,45344950,Checking,Active
7387325512,48029344,Savings,Active
7387325513,40426175,Savings,Active
7387325514,48330337,Savings,Active
7387325515,33179618,Savings,Active
7387325516,98248820,Checking,Active
7387325517,14307036,Checking,Active
7387325518,39547937,Savings,Active
7387325519,55465083,Savings,Active
7387325520,13339082,Savings,Active
7387325521,45090410,Savings,Active
7387325522,37894005,Checking,Active
7387325523,35111338,Savings,Active
7387325524,14481836,Checking,Active
7387325525,71710347,Checking,Active
7387325526,77187545,Savings,Active
7387325527,53912472,Savings,Active
7387325528,99437200,Savings,Active
7387325529,52049756,Checking,Active
7387325530,69665849,Checking,Active
7387325531,48925430,Savings,Active
7387325532,16657881,Savings,Active
7387325533,16489051,Checking,Active
7387325534,38255139,Checking,Active
7387325535,51922399,Checking,Active
7387325536,35570965,Checking,Active
7387325537,71573602,Checking,Active
7387325538,84837696,Savings,Active
7387325539,18486229,Checking,Active
7387325540,95499823,Savings,Active
7387325541,27591636,Checking,Inactive
7387325542,96309097,Savings,Active
7387325543,97378967,Checking,Active
7387325544,53113331,Savings,Active
7387325545,33657359,Checking,Active
7387325546,32604922,Savings,Active
7387325547,93827131,Savings,Active
7387325548,65676310,Savings,Active
7387325549,39869766,Checking,Active
7387325550,72880616,Savings,Active
7387325551,77435912,Checking,Inactive
7387325552,13225957,Savings,Active
7387325553,25265760,Checking,Active
7387325554,78798369,Checking,Active
7387325555,44606559,Savings,Active
7387325556,73892978,Checking,Inactive
7387325557,56263766,Savings,Active
7387325558,62404356,Savings,Active
7387325559,10791011,Checking,Active
7387325560,56553986,Savings,Active
7387325561,66581225,Savings,Active
7387325562,33011011,Checking,Active
7387325563,41727799,Checking,Active
7387325564,29257367,Savings,Inactive
7387325565,38710936,Savings,Active
7387325566,82042746,Checking,Active
7387325567,20089831,Checking,Inactive
7387325568,74069939,Savings,Active
7387325569,49023589,Savings,Active
7387325570,86392241,Checking,Active
7387325571,71267782,Checking,Active
7387325572,43730964,Checking,Active
7387325573,90504718,Checking,Active
7387325574,22465035,Savings,Active
7387325575,40033477,Checking,Inactive
7387325576,19001083,Checking,Active
7387325577,26917544,Checking,Active
7387325578,48611024,Checking,Active
7387325579,81782497,Checking,Active
7387325580,52560628,Checking,Active
7387325581,24965588,Checking,Active
7387325582,26797175,Checking,Active
7387325583,22209266,Savings,Active
7387325584,65543775,Savings,Active
7387325585,74759983,Checking,Active
7387325586,75481701,Savings,Active
7387325587,98036630,Savings,Active
7387325588,18347947,Checking,Active
7387325589,32210260,Checking,Active
7387325590,14997397,Checking,Active
7387325591,83215472,Checking,Active
7387325592,47597402,Savings,Active
7387325593,82690921,Savings,Active
7387325594,75992343,Savings,Active
7387325595,86963466,Savings,Inactive
7387325596,21032941,Checking,Active
7387325597,86992267,Savings,Active
7387325598,68959486,Checking,Active
7387325599,59991708,Savings,Active
7387325600,14958616,Savings,Active
7387325601,46076033,Savings,Active
7387325602,37063615,Savings,Active
7387325603,87752592,Checking,Active
7387325604,83022671,Savings,Active
7387325605,71497091,Savings,Active
7387325606,65884675,Savings,Active
7387325607,66148763,Savings,Active
7387325608,79595272,Checking,Active
7387325609,25628571,Checking,Active
7387325610,92565500,Savings,Active
7387325611,91378245,Checking,Active
7387325612,40820865,Savings,Active
7387325613,26604643,Checking,Active
7387325614,96416509,Savings,Active
7387325615,90488620,Checking,Active
7387325616,61264009,Checking,Inactive
7387325617,91924987,Checking,Active
7387325618,32748846,Savings,Active
7387325619,90016605,Savings,Active
7387325620,17079215,Checking,Active
7387325621,80907854,Savings,Active
7387325622,72602991,Checking,Active
7387325623,68955311,Savings,Inactive
7387325624,97887668,Checking,Active
7387325625,17511415,Savings,Active
7387325626,39294431,Checking,Active
7387325627,30304150,Savings,Active
7387325628,54116865,Checking,Active
7387325629,81453235,Savings,Active
7387325630,81420854,Savings,Active
7387325631,78428766,Checking,Active
7387325632,41844941,Savings,Active
7387325633,91912730,Checking,Active
7387325634,28859612,Savings,Active
7387325635,85500544,Checking,Active
7387325636,54967631,Checking,Active
7387325637,43465243,Savings,Active
7387325638,96784773,Savings,Active
7387325639,94296086,Savings,Active
7387325640,11395429,Checking,Inactive
7387325641,54156522,Savings,Active
7387325642,69626507,Checking,Active
7387325643,91608579,Savings,Active
7387325644,72206298,Savings,Active
7387325645,16707501,Checking,Active
7387325646,62383863,Savings,Active
7387325647,61939211,Savings,Inactive
7387325648,15484552,Savings,Active
7387325649,37939453,Checking,Active
7387325650,85818405,Savings,Active
7387325651,55780309,Checking,Active
7387325652,51925853,Checking,Active
7387325653,98462049,Savings,Active
7387325654,66811466,Savings,Inactive
7387325655,97245754,Savings,Active
7387325656,99249703,Checking,Active
7387325657,89651402,Savings,Active
7387325658,61917274,Savings,Active
7387325659,99740505,Savings,Active
7387325660,27801811,Savings,Active
7387325661,69950971,Savings,Active
7387325662,50375470,Checking,Active
7387325663,77197064,Savings,Active
7387325664,31505217,Checking,Active
7387325665,31779586,Savings,Active
7387325666,78449717,Savings,Active
7387325667,55045075,Checking,Active
7387325668,54206036,Savings,Active
7387325669,48588647,Checking,Inactive
7387325670,19419578,Checking,Active
7387325671,39010069,Checking,Active
7387325672,39802566,Checking,Active
7387325673,70985137,Savings,Inactive
7387325674,13620605,Checking,Active
7387325675,69409770,Checking,Active
7387325676,90225395,Checking,Inactive
7387325677,68263349,Savings,Active
7387325678,44730526,Checking,Active
7387325679,37321515,Checking,Inactive
7387325680,79019275,Savings,Active
7387325681,59981762,Checking,Active
7387325682,25169579,Checking,Active
7387325683,58767423,Checking,Active
7387325684,34761467,Savings,Inactive
7387325685,17611854,Savings,Active
7387325686,68405398,Checking,Active
7387325687,78763889,Checking,Active
7387325688,77074731,Savings,Active
7387325689,86167785,Checking,Active
7387325690,92043423,Savings,Active
7387325691,97255557,Checking,Active
7387325692,34051583,Savings,Active
7387325693,65189448,Checking,Active
7387325694,16608451,Savings,Active
7387325695,15809574,Checking,Active
7387325696,28804375,Checking,Active
7387325697,24358698,Checking,Active
7387325698,24527310,Savings,Active
7387325699,85842732,Savings,Active
7387325700,16573876,Checking,Active
7387325701,19126220,Checking,Active
7387325702,68806216,Checking,Inactive
7387325703,19630491,Checking,Inactive
7387325704,27406305,Checking,Active
7387325705,77734296,Checking,Active
7387325706,35868728,Checking,Active
7387325707,91024631,Checking,Active
7387325708,53368116,Savings,Active
7387325709,87084601,Checking,Active
7387325710,33379261,Savings,Inactive
7387325711,75007669,Savings,Inactive
7387325712,76688203,Checking,Active
7387325713,97291291,Checking,Active
7387325714,74092965,Savings,Active
7387325715,35319434,Savings,Active
7387325716,24958745,Checking,Active
7387325717,41699343,Savings,Active
7387325718,19644660,Savings,Active
7387325719,92631379,Savings,Active
7387325720,82190959,Savings,Active
7387325721,91579746,Checking,Active
7387325722,17523151,Checking,Active
7387325723,79380755,Savings,Inactive
7387325724,79595302,Checking,Active
7387325725,19033830,Checking,Active
7387325726,12722148,Checking,Active
7387325727,47806156,Savings,Inactive
7387325728,44376873,Checking,Active
7387325729,90952787,Savings,Active
7387325730,83290725,Checking,Inactive
7387325731,57115056,Checking,Active
7387325732,18421288,Savings,Active
7387325733,57573162,Savings,Active
7387325734,55771156,Savings,Active
7387325735,12023377,Checking,Active
7387325736,50937368,Savings,Active
7387325737,77533860,Savings,Active
7387325738,40223075,Savings,Active
7387325739,93496773,Savings,Active
7387325740,84946798,Checking,Active
7387325741,41909075,Savings,Inactive
7387325742,28562339,Checking,Active
7387325743,63673840,Checking,Active
7387325744,16896786,Savings,Active
7387325745,72266070,Checking,Active
7387325746,97958409,Checking,Active
7387325747,36725558,Checking,Inactive
7387325748,61302707,Checking,Active
7387325749,20692866,Checking,Active
7387325750,88988904,Checking,Active
7387325751,85307720,Savings,Active
7387325752,71666749,Checking,Active
7387325753,29975026,Savings,Active
7387325754,67537400,Checking,Active
7387325755,44799299,Savings,Active
7387325756,10723384,Savings,Active
7387325757,22080746,Checking,Active
7387325758,71303714,Checking,Active
7387325759,60263951,Checking,Active
7387325760,85913508,Savings,Active
7387325761,95210634,Savings,Active
7387325762,11809445,Checking,Active
7387325763,31786808,Savings,Active
7387325764,76044928,Savings,Active
7387325765,16647124,Checking,Active
7387325766,89182483,Checking,Active
7387325767,89576721,Savings,Active
7387325768,45563280,Checking,Active
7387325769,43250070,Checking,Active
7387325770,28025175,Checking,Active
7387325771,82261071,Savings,Active
7387325772,76201023,Checking,Active
7387325773,13770591,Checking,Active
7387325774,15296900,Checking,Active
7387325775,88401920,Savings,Active
7387325776,65917035,Savings,Active
7387325777,61562976,Checking,Active
7387325778,26271533,Savings,Active
7387325779,19540353,Checking,Active
7387325780,75277776,Savings,Active
7387325781,31865806,Checking,Active
7387325782,86279632,Savings,Active
7387325783,27048317,Savings,Active
7387325784,49208379,Savings,Inactive
7387325785,95236688,Checking,Active
7387325786,52343122,Checking,Active
7387325787,11938267,Checking,Active
7387325788,68166072,Savings,Active
7387325789,13867239,Savings,Active
7387325790,37445692,Checking,Active
7387325791,67534539,Savings,Active
7387325792,92629916,Checking,Active
7387325793,22842302,Savings,Active
7387325794,44489597,Checking,Active
7387325795,64026261,Checking,Active
7387325796,83719441,Savings,Active
7387325797,91869528,Checking,Active
7387325798,76386986,Checking,Active
7387325799,30640599,Savings,Active
7387325800,87583359,Savings,Inactive
7387325801,21748028,Checking,Active
7387325802,44280751,Savings,Inactive
7387325803,12305552,Savings,Active
7387325804,38943440,Savings,Active
7387325805,57744797,Savings,Active
7387325806,42181968,Savings,Active
7387325807,60446983,Savings,Active
7387325808,74056260,Savings,Active
7387325809,93003496,Checking,Inactive
7387325810,36755448,Checking,Inactive
7387325811,14535763,Checking,Active
7387325812,33966359,Savings,Inactive
7387325813,87631279,Savings,Active
7387325814,29616437,Savings,Active
7387325815,30737681,Checking,Active
7387325816,33771946,Savings,Active
7387325817,57578425,Savings,Active
7387325818,84198147,Savings,Inactive
7387325819,18427780,Checking,Active
7387325820,86757808,Savings,Active
7387325821,56144572,Checking,Active
7387325822,22509032,Savings,Active
7387325823,42078881,Checking,Active
7387325824,56386011,Checking,Active
7387325825,38029496,Checking,Active
7387325826,37512587,Checking,Active
7387325827,41540776,Savings,Active
7387325828,77429751,Checking,Inactive
7387325829,44238472,Checking,Active
7387325830,41315539,Savings,Active
7387325831,47551346,Checking,Active
7387325832,45614316,Savings,Active
7387325833,82491808,Savings,Active
7387325834,98573922,Checking,Active
7387325835,20074368,Savings,Active
7387325836,61455273,Checking,Active
7387325837,16261264,Savings,Active
7387325838,84539154,Savings,Active
7387325839,94954310,Savings,Active
7387325840,33063371,Checking,Inactive
7387325841,85058220,Savings,Active
7387325842,45654436,Checking,Inactive
7387325843,90026428,Savings,Active
7387325844,14545089,Savings,Active
7387325845,15668150,Checking,Active
7387325846,47360405,Checking,Active
7387325847,66046034,Checking,Active
7387325848,98161240,Checking,Active
7387325849,71656495,Savings,Active
7387325850,83106307,Checking,Active
7387325851,44132368,Checking,Inactive
7387325852,15625971,Savings,Active
7387325853,92370851,Savings,Inactive
7387325854,92296989,Savings,Active
7387325855,55294611,Savings,Inactive
7387325856,11372328,Checking,Active
7387325857,99115234,Savings,Active
7387325858,97049528,Checking,Active
7387325859,29951038,Savings,Inactive
7387325860,39999654,Checking,Active
7387325861,84527336,Savings,Active
7387325862,65805265,Checking,Active
7387325863,60395016,Savings,Active
7387325864,26352518,Savings,Active
7387325865,46446880,Checking,Active
7387325866,99998025,Savings,Active
7387325867,23532768,Savings,Active
7387325868,38931347,Savings,Active
7387325869,33543772,Checking,Active
7387325870,80983282,Savings,Active
7387325871,58976113,Savings,Active
7387325872,51275195,Checking,Active
7387325873,20086125,Savings,Active
7387325874,39736280,Checking,Active
7387325875,45426046,Checking,Inactive
7387325876,85637857,Checking,Active
7387325877,68174491,Checking,Active
7387325878,37362071,Checking,Active
7387325879,82533527,Savings,Active
7387325880,23852082,Savings,Active
7387325881,80905535,Savings,Active
7387325882,58770802,Savings,Active
7387325883,76112511,Savings,Active
7387325884,34508604,Savings,Active
7387325885,79650219,Checking,Active
7387325886,38364535,Savings,Inactive
7387325887,98141659,Savings,Active
7387325888,82303778,Checking,Active
7387325889,45994213,Savings,Active
7387325890,19691070,Checking,Active
7387325891,94886070,Savings,Inactive
7387325892,37766125,Savings,Active
7387325893,10877923,Checking,Active
7387325894,74325658,Savings,Active
7387325895,38745464,Savings,Active
7387325896,98896628,Checking,Active
7387325897,92343495,Checking,Inactive
7387325898,79489065,Savings,Active
7387325899,41351555,Savings,Active
7387325900,19118240,Savings,Active
7387325901,70431001,Savings,Active
7387325902,93723159,Savings,Active
7387325903,89767079,Checking,Active
7387325904,32391253,Checking,Active
7387325905,58804918,Checking,Active
7387325906,29213588,Checking,Active
7387325907,40045115,Checking,Active
7387325908,65334873,Savings,Active
7387325909,90742980,Savings,Active
7387325910,66403227,Savings,Active
7387325911,19337457,Checking,Active
7387325912,10665660,Savings,Active
7387325913,53991787,Savings,Active
7387325914,91228241,Savings,Active
7387325915,70536580,Checking,Active
7387325916,81725965,Savings,Active
7387325917,96325364,Savings,Active
7387325918,23312058,Savings,Active
7387325919,63632633,Savings,Active
7387325920,75081469,Checking,Active
7387325921,99093072,Savings,Active
7387325922,35569562,Checking,Active
7387325923,91782789,Savings,Active
7387325924,67457161,Checking,Active
7387325925,58961610,Savings,Active
7387325926,69343377,Savings,Active
7387325927,82331742,Savings,Active
7387325928,39361677,Savings,Active
7387325929,69149040,Checking,Active
7387325930,85117528,Savings,Active
7387325931,74099610,Checking,Active
7387325932,37893614,Checking,Inactive
7387325933,30585473,Checking,Active
7387325934,82919239,Checking,Active
7387325935,28844931,Savings,Active
7387325936,86663139,Checking,Active
7387325937,29532667,Checking,Active
7387325938,23756770,Checking,Inactive
7387325939,61596878,Savings,Active
7387325940,78605293,Checking,Active
7387325941,81002353,Savings,Active
7387325942,79515691,Checking,Active
7387325943,99344536,Savings,Inactive
7387325944,27366811,Checking,Inactive
7387325945,18212344,Checking,Active
7387325946,66961681,Checking,Active
7387325947,70820828,Checking,Active
